Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Cura_Appointment_Flow,Chrome 143.0.7499.171,,,23-01-2026 18:24:47,23-01-2026 18:25:19,32.611s,PASSED
,,,,,,,
Start listener action : beforeTestSuite,Chrome 143.0.7499.171,,,23-01-2026 18:24:47,23-01-2026 18:24:56,9.230s,PASSED
,,,,,,,
Test Cases/Login,Chrome 143.0.7499.171,,,23-01-2026 18:24:57,23-01-2026 18:25:03,6.110s,PASSED
"waitForElementVisible(findTestObject(""Cura/Home/btn_MakeAppointment""), 10)",Chrome 143.0.7499.171,,,23-01-2026 18:24:57,23-01-2026 18:24:57,0.556s,PASSED
"click(findTestObject(""Cura/Home/btn_MakeAppointment""))",Chrome 143.0.7499.171,,,23-01-2026 18:24:57,23-01-2026 18:24:59,1.523s,PASSED
"waitForElementVisible(findTestObject(""Cura/Login/txtUsername""), 10)",Chrome 143.0.7499.171,,,23-01-2026 18:24:59,23-01-2026 18:24:59,0.329s,PASSED
"setText(findTestObject(""Cura/Login/txtUsername""), ""John Doe"")",Chrome 143.0.7499.171,,,23-01-2026 18:24:59,23-01-2026 18:25:00,1.004s,PASSED
"setText(findTestObject(""Cura/Login/txtPassword""), ""ThisIsNotAPassword"")",Chrome 143.0.7499.171,,,23-01-2026 18:25:00,23-01-2026 18:25:01,0.991s,PASSED
"click(findTestObject(""Cura/Login/btnLogin""))",Chrome 143.0.7499.171,,,23-01-2026 18:25:01,23-01-2026 18:25:02,1.143s,PASSED
"waitForElementVisible(findTestObject(""Cura/Appointment/lbl_MakeAppointment""), 10)",Chrome 143.0.7499.171,,,23-01-2026 18:25:02,23-01-2026 18:25:03,0.441s,PASSED
,,,,,,,
Test Cases/Appointment,Chrome 143.0.7499.171,,,23-01-2026 18:25:03,23-01-2026 18:25:15,12.429s,PASSED
"SmartWait.waitVisible(findTestObject(""Cura/Appointment/lbl_MakeAppointment""), 20)",Chrome 143.0.7499.171,,,23-01-2026 18:25:03,23-01-2026 18:25:03,0.319s,PASSED
"SmartWait.waitClickable(findTestObject(""Cura/Appointment/sel_Facility""), 15)",Chrome 143.0.7499.171,,,23-01-2026 18:25:03,23-01-2026 18:25:04,1.211s,PASSED
"selectOptionByLabel(findTestObject(""Cura/Appointment/sel_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 143.0.7499.171,,,23-01-2026 18:25:04,23-01-2026 18:25:05,0.732s,PASSED
"SmartWait.waitClickable(findTestObject(""Cura/Appointment/chk_HospitalReadmission""), 10)",Chrome 143.0.7499.171,,,23-01-2026 18:25:05,23-01-2026 18:25:06,1.100s,PASSED
"SmartWait.waitClickable(findTestObject(""Cura/Appointment/rad_Medicaid""), 10)",Chrome 143.0.7499.171,,,23-01-2026 18:25:06,23-01-2026 18:25:07,1.077s,PASSED
"SmartWait.waitClickable(findTestObject(""Cura/Appointment/txt_VisitDate""), 20)",Chrome 143.0.7499.171,,,23-01-2026 18:25:07,23-01-2026 18:25:08,1.099s,PASSED
